Date,max_temp
1984-06-25,31.9
1984-06-26,29.8
1984-06-27,27.6
1984-06-28,24.8
1984-06-29,32.7
1984-06-30,31.9
1984-07-01,29.8
1984-07-02,27.6
1984-07-03,24.8
1984-07-04,32.7
1984-07-05,31.9
1984-07-06,29.8
1984-07-07,27.6
1984-07-08,24.8
1984-07-09,32.7
1984-07-10,31.9
1984-07-11,29.8
1984-07-12,27.6
1984-07-13,24.8
1984-07-14,32.7
1984-07-15,31.9
1984-07-16,29.8
1984-07-17,27.6
1984-07-18,24.8
1984-07-19,32.7
1984-07-20,31.9
1984-07-21,29.8
1984-07-22,27.6
1984-07-23,24.8
1984-07-24,32.7
1984-07-25,31.9
1984-07-26,29.8
1984-07-27,27.6
1984-07-28,24.8
1984-07-29,32.7
1984-07-30,31.9
1984-07-31,29.8
1984-08-01,27.6
1984-08-02,24.8
1984-08-03,32.7
1984-08-04,31.9
1984-08-05,29.8
1984-08-06,27.6
1984-08-07,24.8
1984-08-08,32.7
1984-08-09,31.9
1984-08-10,29.8
1984-08-11,27.6
1984-08-12,24.8
1984-08-13,32.7
1984-08-14,31.9
1984-08-15,29.8
1984-08-16,27.6
1984-08-17,24.8
1984-08-18,32.7
1984-08-19,31.9
1984-08-20,29.8
1984-08-21,27.6
1984-08-22,24.8
1984-08-23,32.7
1984-08-24,31.9
1984-08-25,29.8
1984-08-26,27.6
1984-08-27,24.8
1984-08-28,32.7
1984-08-29,31.9
1984-08-30,29.8
1984-08-31,27.6
1984-09-01,24.8
1984-09-02,32.7
1984-09-03,31.9
1984-09-04,29.8
1984-09-05,27.6
1984-09-06,24.8
1984-09-07,32.7
1984-09-08,31.9
1984-09-09,29.8
1984-09-10,27.6
1984-09-11,24.8
1984-09-12,32.7
1984-09-13,31.9
1984-09-14,29.8
1984-09-15,27.6
1984-09-16,24.8
1984-09-17,32.7
1984-09-18,31.9
1984-09-19,29.8
1984-09-20,27.6
1984-09-21,24.8
1984-09-22,32.7
1984-09-23,31.9
1984-09-24,29.8
1984-09-25,27.6
1984-09-26,24.8
1984-09-27,32.7
1984-09-28,31.9
1984-09-29,29.8
1984-09-30,27.6
1984-10-01,24.8
1984-10-02,32.7
1984-10-03,31.9
1984-10-04,29.8
1984-10-05,27.6
1984-10-06,24.8
1984-10-07,32.7
1984-10-08,31.9
1984-10-09,29.8
1984-10-10,27.6
1984-10-11,24.8
1984-10-12,32.7
1984-10-13,31.9
1984-10-14,29.8
1984-10-15,27.6
1984-10-16,24.8
1984-10-17,32.7
1984-10-18,31.9
1984-10-19,29.8
1984-10-20,27.6
1984-10-21,24.8
1984-10-22,32.7
1984-10-23,31.9
1984-10-24,29.8
1984-10-25,27.6
1984-10-26,24.8
1984-10-27,32.7
1984-10-28,31.9
1984-10-29,29.8
1984-10-30,27.6
1984-10-31,24.8
1984-11-01,32.7
1984-11-02,31.9
1984-11-03,29.8
1984-11-04,27.6
1984-11-05,24.8
1984-11-06,32.7
1984-11-07,31.9
1984-11-08,29.8
1984-11-09,27.6
1984-11-10,24.8
1984-11-11,32.7
1984-11-12,31.9
1984-11-13,29.8
1984-11-14,27.6
1984-11-15,24.8
1984-11-16,32.7
1984-11-17,31.9
1984-11-18,29.8
1984-11-19,27.6
1984-11-20,24.8
1984-11-21,32.7
1984-11-22,31.9
1984-11-23,29.8
1984-11-24,27.6
1984-11-25,24.8
1984-11-26,32.7
1984-11-27,31.9
1984-11-28,29.8
1984-11-29,27.6
1984-11-30,24.8
1984-12-01,32.7
1984-12-02,31.9
1984-12-03,29.8
1984-12-04,27.6
1984-12-05,24.8
1984-12-06,32.7
1984-12-07,31.9
1984-12-08,29.8
1984-12-09,27.6
1984-12-10,24.8
1984-12-11,32.7
1984-12-12,31.9
1984-12-13,29.8
1984-12-14,27.6
1984-12-15,24.8
1984-12-16,32.7
1984-12-17,31.9
1984-12-18,29.8
1984-12-19,27.6
1984-12-20,24.8
1984-12-21,32.7
1984-12-22,31.9
1984-12-23,29.8
1984-12-24,27.6
1984-12-25,24.8
1984-12-26,32.7
1984-12-27,31.9
1984-12-28,29.8
1984-12-29,27.6
1984-12-30,24.8
1985-01-01,32.7
1985-01-02,31.9
1985-01-03,29.8
1985-01-04,27.6
1985-01-05,24.8
1985-01-06,32.7
1985-01-07,31.9
1985-01-08,29.8
1985-01-09,27.6
1985-01-10,24.8
1985-01-11,32.7
1985-01-12,31.9
1985-01-13,29.8
1985-01-14,27.6
1985-01-15,24.8
1985-01-16,32.7
1985-01-17,31.9
1985-01-18,29.8
1985-01-19,27.6
1985-01-20,24.8
1985-01-21,32.7
1985-01-22,31.9
1985-01-23,29.8
1985-01-24,27.6
1985-01-25,24.8
1985-01-26,32.7
1985-01-27,31.9
1985-01-28,29.8
1985-01-29,27.6
1985-01-30,24.8
1985-01-31,32.7
1985-02-01,31.9
1985-02-02,29.8
1985-02-03,27.6
1985-02-04,24.8
1985-02-05,32.7
1985-02-06,31.9
1985-02-07,29.8
1985-02-08,27.6
1985-02-09,24.8
1985-02-10,32.7
1985-02-11,31.9
1985-02-12,29.8
1985-02-13,27.6
1985-02-14,24.8
1985-02-15,32.7
1985-02-16,31.9
1985-02-17,29.8
1985-02-18,27.6
1985-02-19,24.8
1985-02-20,32.7
1985-02-21,31.9
1985-02-22,29.8
1985-02-23,27.6
1985-02-24,24.8
1985-02-25,32.7
1985-02-26,31.9
1985-02-27,29.8
1985-02-28,27.6
1985-03-01,24.8
1985-03-02,32.7
1985-03-03,31.9
1985-03-04,29.8
1985-03-05,27.6
1985-03-06,24.8
1985-03-07,32.7
1985-03-08,31.9
1985-03-09,29.8
1985-03-10,27.6
1985-03-11,24.8
1985-03-12,32.7
1985-03-13,31.9
1985-03-14,29.8
1985-03-15,27.6
1985-03-16,24.8
1985-03-17,32.7
1985-03-18,31.9
1985-03-19,29.8
1985-03-20,27.6
1985-03-21,24.8
1985-03-22,32.7
1985-03-23,31.9
1985-03-24,29.8
1985-03-25,27.6
1985-03-26,24.8
1985-03-27,32.7
1985-03-28,31.9
1985-03-29,29.8
1985-03-30,27.6
1985-03-31,24.8
1985-04-01,32.7
1985-04-02,31.9
1985-04-03,29.8
1985-04-04,27.6
1985-04-05,24.8
1985-04-06,32.7
1985-04-07,31.9
1985-04-08,29.8
1985-04-09,27.6
1985-04-10,24.8
1985-04-11,32.7
1985-04-12,31.9
1985-04-13,29.8
1985-04-14,27.6
1985-04-15,24.8
1985-04-16,32.7
1985-04-17,31.9
1985-04-18,29.8
1985-04-19,27.6
1985-04-20,24.8
1985-04-21,32.7
1985-04-22,31.9
1985-04-23,29.8
1985-04-24,27.6
1985-04-25,24.8
1985-04-26,32.7
1985-04-27,31.9
1985-04-28,29.8
1985-04-29,27.6
1985-04-30,24.8
1985-05-01,32.7
1985-05-02,31.9
1985-05-03,29.8
1985-05-04,27.6
1985-05-05,24.8
1985-05-06,32.7
1985-05-07,31.9
1985-05-08,29.8
1985-05-09,27.6
1985-05-10,24.8
1985-05-11,32.7
1985-05-12,31.9
1985-05-13,29.8
1985-05-14,27.6
1985-05-15,24.8
1985-05-16,32.7
1985-05-17,31.9
1985-05-18,29.8
1985-05-19,27.6
1985-05-20,24.8
1985-05-21,32.7
1985-05-22,31.9
1985-05-23,29.8
1985-05-24,27.6
1985-05-25,24.8
1985-05-26,32.7
1985-05-27,31.9
1985-05-28,29.8
1985-05-29,27.6
1985-05-30,24.8
1985-05-31,32.7
1985-06-01,31.9
1985-06-02,29.8
1985-06-03,27.6
1985-06-04,24.8
1985-06-05,32.7
1985-06-06,31.9
1985-06-07,29.8
1985-06-08,27.6
1985-06-09,24.8
1985-06-10,32.7
1985-06-11,31.9
1985-06-12,29.8
1985-06-13,27.6
1985-06-14,24.8
1985-06-15,32.7
1985-06-16,31.9
1985-06-17,29.8
1985-06-18,27.6
1985-06-19,24.8
1985-06-20,32.7
1985-06-21,31.9
1985-06-22,29.8
1985-06-23,27.6
1985-06-24,24.8
1985-06-25,32.7
1985-06-26,31.9
1985-06-27,29.8
1985-06-28,27.6
1985-06-29,24.8
1985-06-30,32.7
1985-07-01,31.9
1985-07-02,29.8
1985-07-03,27.6
1985-07-04,24.8
1985-07-05,32.7
1985-07-06,31.9
1985-07-07,29.8
1985-07-08,27.6
1985-07-09,24.8
1985-07-10,32.7
1985-07-11,31.9
1985-07-12,29.8
1985-07-13,27.6
1985-07-14,24.8
1985-07-15,32.7
1985-07-16,31.9
1985-07-17,29.8
1985-07-18,27.6
1985-07-19,24.8
1985-07-20,32.7
1985-07-21,31.9
1985-07-22,29.8
1985-07-23,27.6
1985-07-24,24.8
1985-07-25,32.7
1985-07-26,31.9
1985-07-27,29.8
1985-07-28,27.6
1985-07-29,24.8
1985-07-30,32.7
1985-07-31,31.9
1985-08-01,29.8
1985-08-02,27.6
1985-08-03,24.8
1985-08-04,32.7
1985-08-05,31.9
1985-08-06,29.8
1985-08-07,27.6
1985-08-08,24.8
1985-08-09,32.7
1985-08-10,31.9
1985-08-11,29.8
1985-08-12,27.6
1985-08-13,24.8
1985-08-14,32.7
1985-08-15,31.9
1985-08-16,29.8
1985-08-17,27.6
1985-08-18,24.8
1985-08-19,32.7
1985-08-20,31.9
1985-08-21,29.8
1985-08-22,27.6
1985-08-23,24.8
1985-08-24,32.7
1985-08-25,31.9
1985-08-26,29.8
1985-08-27,27.6
1985-08-28,24.8
1985-08-29,32.7
1985-08-30,31.9
1985-08-31,29.8
1985-09-01,27.6
1985-09-02,24.8
1985-09-03,32.7
1985-09-04,31.9
1985-09-05,29.8
1985-09-06,27.6
1985-09-07,24.8
1985-09-08,32.7
1985-09-09,31.9
1985-09-10,29.8
1985-09-11,27.6
1985-09-12,24.8
1985-09-13,32.7
1985-09-14,31.9
1985-09-15,29.8
1985-09-16,27.6
1985-09-17,24.8
1985-09-18,32.7
1985-09-19,31.9
1985-09-20,29.8
1985-09-21,27.6
1985-09-22,24.8
1985-09-23,32.7
1985-09-24,31.9
1985-09-25,29.8
1985-09-26,27.6
1985-09-27,24.8
1985-09-28,32.7
1985-09-29,31.9
1985-09-30,29.8
1985-10-01,27.6
1985-10-02,24.8
1985-10-03,32.7
1985-10-04,31.9
1985-10-05,29.8
1985-10-06,27.6
1985-10-07,24.8
1985-10-08,32.7
1985-10-09,31.9
1985-10-10,29.8
1985-10-11,27.6
1985-10-12,24.8
1985-10-13,32.7
1985-10-14,31.9
1985-10-15,29.8
1985-10-16,27.6
1985-10-17,24.8
1985-10-18,32.7
1985-10-19,31.9
1985-10-20,29.8
1985-10-21,27.6
1985-10-22,24.8
1985-10-23,32.7
1985-10-24,31.9
1985-10-25,29.8
1985-10-26,27.6
1985-10-27,24.8
1985-10-28,32.7
1985-10-29,31.9
1985-10-30,29.8
1985-10-31,27.6
1985-11-01,24.8
1985-11-02,32.7
1985-11-03,31.9
1985-11-04,29.8
1985-11-05,27.6
1985-11-06,24.8
1985-11-07,32.7
1985-11-08,31.9
1985-11-09,29.8
1985-11-10,27.6
1985-11-11,24.8
1985-11-12,32.7
1985-11-13,31.9
1985-11-14,29.8
1985-11-15,27.6
1985-11-16,24.8
1985-11-17,32.7
1985-11-18,31.9
1985-11-19,29.8
1985-11-20,27.6
1985-11-21,24.8
1985-11-22,32.7
1985-11-23,31.9
1985-11-24,29.8
1985-11-25,27.6
1985-11-26,24.8
1985-11-27,32.7
1985-11-28,31.9
1985-11-29,29.8
1985-11-30,27.6
1985-12-01,24.8
1985-12-02,32.7
1985-12-03,31.9
1985-12-04,29.8
1985-12-05,27.6
1985-12-06,24.8
1985-12-07,32.7
1985-12-08,31.9
1985-12-09,29.8
1985-12-10,27.6
1985-12-11,24.8
1985-12-12,32.7
1985-12-13,31.9
1985-12-14,29.8
1985-12-15,27.6
1985-12-16,24.8
1985-12-17,32.7
1985-12-18,31.9
1985-12-19,29.8
1985-12-20,27.6
1985-12-21,24.8
1985-12-22,32.7
1985-12-23,31.9
1985-12-24,29.8
1985-12-25,27.6
1985-12-26,24.8
1985-12-27,32.7
1985-12-28,31.9
1985-12-29,29.8
1985-12-30,27.6
1985-12-31,24.8
1986-01-01,32.7
1986-01-02,31.9
1986-01-03,29.8
1986-01-04,27.6
1986-01-05,24.8
1986-01-06,32.7
1986-01-07,31.9
1986-01-08,29.8
1986-01-09,27.6
1986-01-10,24.8
1986-01-11,32.7
1986-01-12,31.9
1986-01-13,29.8
1986-01-14,27.6
1986-01-15,24.8
1986-01-16,32.7
1986-01-17,31.9
1986-01-18,29.8
1986-01-19,27.6
1986-01-20,24.8
1986-01-21,32.7
1986-01-22,31.9
1986-01-23,29.8
1986-01-24,27.6
1986-01-25,24.8
1986-01-26,32.7
1986-01-27,31.9
1986-01-28,29.8
1986-01-29,27.6
1986-01-30,24.8
1986-01-31,32.7
1986-02-01,31.9
1986-02-02,29.8
1986-02-03,27.6
1986-02-04,24.8
1986-02-05,32.7
1986-02-06,31.9
1986-02-07,29.8
1986-02-08,27.6
1986-02-09,24.8
1986-02-10,32.7
1986-02-11,31.9
1986-02-12,29.8
1986-02-13,27.6
1986-02-14,24.8
1986-02-15,32.7
1986-02-16,31.9
1986-02-17,29.8
1986-02-18,27.6
1986-02-19,24.8
1986-02-20,32.7
1986-02-21,31.9
1986-02-22,29.8
1986-02-23,27.6
1986-02-24,24.8
1986-02-25,32.7
1986-02-26,31.9
1986-02-27,29.8
1986-02-28,27.6
1986-03-01,24.8
1986-03-02,32.7
1986-03-03,31.9
1986-03-04,29.8
1986-03-05,27.6
1986-03-06,24.8
1986-03-07,32.7
1986-03-08,31.9
1986-03-09,29.8
1986-03-10,27.6
1986-03-11,24.8
1986-03-12,32.7
1986-03-13,31.9
1986-03-14,29.8
1986-03-15,27.6
1986-03-16,24.8
1986-03-17,32.7
1986-03-18,31.9
1986-03-19,29.8
1986-03-20,27.6
1986-03-21,24.8
1986-03-22,32.7
1986-03-23,31.9
1986-03-24,29.8
1986-03-25,27.6
1986-03-26,24.8
1986-03-27,32.7
1986-03-28,31.9
1986-03-29,29.8
1986-03-30,27.6
1986-03-31,24.8
1986-04-01,32.7
1986-04-02,31.9
1986-04-03,29.8
1986-04-04,27.6
1986-04-05,24.8
1986-04-06,32.7
1986-04-07,31.9
1986-04-08,29.8
1986-04-09,27.6
1986-04-10,24.8
1986-04-11,32.7
1986-04-12,31.9
1986-04-13,29.8
1986-04-14,27.6
1986-04-15,24.8
1986-04-16,32.7
1986-04-17,31.9
1986-04-18,29.8
1986-04-19,27.6
1986-04-20,24.8
1986-04-21,32.7
1986-04-22,31.9
1986-04-23,29.8
1986-04-24,27.6
1986-04-25,24.8
1986-04-26,32.7
1986-04-27,31.9
1986-04-28,29.8
1986-04-29,27.6
1986-04-30,24.8
1986-05-01,32.7
1986-05-02,31.9
1986-05-03,29.8
1986-05-04,27.6
1986-05-05,24.8
1986-05-06,32.7
1986-05-07,31.9
1986-05-08,29.8
1986-05-09,27.6
1986-05-10,24.8
1986-05-11,32.7
1986-05-12,31.9
1986-05-13,29.8
1986-05-14,27.6
1986-05-15,24.8
1986-05-16,32.7
1986-05-17,31.9
1986-05-18,29.8
1986-05-19,27.6
1986-05-20,24.8
1986-05-21,32.7
1986-05-22,31.9
1986-05-23,29.8
1986-05-24,27.6
1986-05-25,24.8
1986-05-26,32.7
1986-05-27,31.9
1986-05-28,29.8
1986-05-29,27.6
1986-05-30,24.8
1986-05-31,32.7
1986-06-01,31.9
1986-06-02,32.7
1986-06-03,31.9
1986-06-04,29.8
1986-06-05,27.6
1986-06-06,24.8
1986-06-07,32.7
1986-06-08,31.9
1986-06-09,29.8
1986-06-10,27.6
1986-06-11,24.8
1986-06-12,32.7
1986-06-13,31.9
1986-06-14,29.8
1986-06-15,27.6
1986-06-16,24.8
1986-06-17,32.7
1986-06-18,31.9
1986-06-19,29.8
1986-06-20,27.6
1986-06-21,24.8
1986-06-22,32.7
1986-06-23,31.9
1986-06-24,29.8
1986-06-25,27.6
1986-06-26,24.8
1986-06-27,32.7
1986-06-28,31.9
1986-06-29,29.8
1986-06-30,27.6
1986-07-01,24.8
1986-07-02,32.7
1986-07-03,31.9
1986-07-04,29.8
1986-07-05,27.6
1986-07-06,24.8
1986-07-07,32.7
1986-07-08,31.9
1986-07-09,29.8
1986-07-10,27.6
1986-07-11,24.8
1986-07-12,32.7
1986-07-13,31.9
1986-07-14,29.8
1986-07-15,27.6
1986-07-16,24.8
1986-07-17,32.7
1986-07-18,31.9
1986-07-19,29.8
1986-07-20,27.6
1986-07-21,24.8
1986-07-22,32.7
1986-07-23,31.9
1986-07-24,29.8
1986-07-25,27.6
1986-07-26,24.8
1986-07-27,32.7
1986-07-28,31.9
1986-07-29,29.8
1986-07-30,27.6
1986-07-31,24.8
1986-08-01,32.7
1986-08-02,31.9
1986-08-03,29.8
1986-08-04,27.6
1986-08-05,24.8
1986-08-06,32.7
1986-08-07,31.9
1986-08-08,29.8
1986-08-09,27.6
1986-08-10,24.8
1986-08-11,32.7
1986-08-12,31.9
1986-08-13,29.8
1986-08-14,27.6
1986-08-15,24.8
1986-08-16,32.7
1986-08-17,31.9
1986-08-18,29.8
1986-08-19,27.6
1986-08-20,24.8
1986-08-21,32.7
1986-08-22,31.9
1986-08-23,29.8
1986-08-24,27.6
1986-08-25,24.8
1986-08-26,32.7
1986-08-27,31.9
1986-08-28,29.8
1986-08-29,27.6
1986-08-30,24.8
1986-08-31,32.7
1986-09-01,31.9
1986-09-02,29.8
1986-09-03,27.6
1986-09-04,24.8
1986-09-05,32.7
1986-09-06,31.9
1986-09-07,29.8
1986-09-08,27.6
1986-09-09,24.8
1986-09-10,32.7
1986-09-11,31.9
1986-09-12,29.8
1986-09-13,27.6
1986-09-14,24.8
1986-09-15,32.7
1986-09-16,31.9
1986-09-17,29.8
1986-09-18,27.6
1986-09-19,24.8
1986-09-20,32.7
1986-09-21,31.9
1986-09-22,29.8
1986-09-23,27.6
1986-09-24,24.8
1986-09-25,32.7
1986-09-26,31.9
1986-09-27,29.8
1986-09-28,27.6
1986-09-29,24.8
1986-09-30,32.7
1986-10-01,31.9
1986-10-02,29.8
1986-10-03,27.6
1986-10-04,24.8
1986-10-05,32.7
1986-10-06,31.9
1986-10-07,29.8
1986-10-08,27.6
1986-10-09,24.8
1986-10-10,32.7
1986-10-11,31.9
1986-10-12,29.8
1986-10-13,27.6
1986-10-14,24.8
1986-10-15,32.7
1986-10-16,31.9
1986-10-17,29.8
1986-10-18,27.6
1986-10-19,24.8
1986-10-20,32.7
1986-10-21,31.9
1986-10-22,29.8
1986-10-23,27.6
1986-10-24,24.8
1986-10-25,32.7
1986-10-26,31.9
1986-10-27,29.8
1986-10-28,27.6
1986-10-29,24.8
1986-10-30,32.7
1986-10-31,31.9
1986-11-01,29.8
1986-11-02,27.6
1986-11-03,24.8
1986-11-04,32.7
1986-11-05,31.9
1986-11-06,29.8
1986-11-07,27.6
1986-11-08,24.8
1986-11-09,32.7
1986-11-10,31.9
1986-11-11,29.8
1986-11-12,27.6
1986-11-13,24.8
1986-11-14,32.7
1986-11-15,31.9
1986-11-16,29.8
1986-11-17,27.6
1986-11-18,24.8
1986-11-19,32.7
1986-11-20,31.9
1986-11-21,29.8
1986-11-22,27.6
1986-11-23,24.8
1986-11-24,32.7
1986-11-25,31.9
1986-11-26,29.8
1986-11-27,27.6
1986-11-28,24.8
1986-11-29,32.7
1986-11-30,31.9
1986-12-01,29.8
1986-12-02,27.6
1986-12-03,24.8
1986-12-04,32.7
1986-12-05,31.9
1986-12-06,29.8
1986-12-07,27.6
1986-12-08,24.8
1986-12-09,32.7
1986-12-10,31.9
1986-12-11,29.8
1986-12-12,27.6
1986-12-13,24.8
1986-12-14,32.7
1986-12-15,31.9
1986-12-16,29.8
1986-12-17,27.6
1986-12-18,24.8
1986-12-19,32.7
1986-12-20,31.9
1986-12-21,29.8
1986-12-22,27.6
1986-12-23,24.8
1986-12-24,32.7
1986-12-25,31.9
1986-12-26,29.8
1986-12-27,27.6
1986-12-28,24.8
1986-12-29,32.7
1986-12-30,31.9
1986-12-31,29.8
1987-01-01,27.6
1987-01-02,24.8
1987-01-03,32.7
1987-01-04,31.9
1987-01-05,29.8
1987-01-06,27.6
1987-01-07,24.8
1987-01-08,32.7
1987-01-09,31.9
1987-01-10,29.8
1987-01-11,27.6
1987-01-12,24.8
1987-01-13,32.7
1987-01-14,31.9
1987-01-15,29.8
1987-01-16,27.6
1987-01-17,24.8
1987-01-18,32.7
1987-01-19,31.9
1987-01-20,29.8
1987-01-21,27.6
1987-01-22,24.8
1987-01-23,32.7
1987-01-24,31.9
1987-01-25,29.8
1987-01-26,27.6
1987-01-27,24.8
1987-01-28,32.7
1987-01-29,31.9
1987-01-30,29.8
1987-01-31,27.6
1987-02-01,24.8
1987-02-02,32.7
1987-02-03,31.9
1987-02-04,29.8
1987-02-05,27.6
1987-02-06,24.8
1987-02-07,32.7
1987-02-08,31.9
1987-02-09,29.8
1987-02-10,27.6
1987-02-11,24.8
1987-02-12,32.7
1987-02-13,31.9
1987-02-14,29.8
1987-02-15,27.6
1987-02-16,24.8
1987-02-17,32.7
1987-02-18,31.9
1987-02-19,29.8
1987-02-20,27.6
1987-02-21,24.8
1987-02-22,32.7
1987-02-23,31.9
1987-02-24,29.8
1987-02-25,27.6
1987-02-26,24.8
1987-02-27,32.7
1987-02-28,31.9
1987-03-01,29.8
1987-03-02,27.6
1987-03-03,24.8
1987-03-04,32.7
1987-03-05,31.9
1987-03-06,29.8
1987-03-07,27.6
1987-03-08,24.8
1987-03-09,32.7
1987-03-10,31.9
1987-03-11,29.8
1987-03-12,27.6
1987-03-13,24.8
1987-03-14,32.7
1987-03-15,31.9
1987-03-16,29.8
1987-03-17,27.6
1987-03-18,24.8
1987-03-19,32.7
1987-03-20,31.9
1987-03-21,29.8
1987-03-22,27.6
1987-03-23,24.8
1987-03-24,32.7
1987-03-25,31.9
1987-03-26,29.8
1987-03-27,27.6
1987-03-28,24.8
1987-03-29,32.7
1987-03-30,31.9
1987-03-31,29.8
1987-04-01,27.6
1987-04-02,24.8
1987-04-03,32.7
1987-04-04,31.9
1987-04-05,29.8
1987-04-06,27.6
1987-04-07,24.8
1987-04-08,32.7
1987-04-09,31.9
1987-04-10,29.8
1987-04-11,27.6
1987-04-12,24.8
1987-04-13,32.7
1987-04-14,31.9
1987-04-15,29.8
1987-04-16,27.6
1987-04-17,24.8
1987-04-18,32.7
1987-04-19,31.9
1987-04-20,29.8
1987-04-21,27.6
1987-04-22,24.8
1987-04-23,32.7
1987-04-24,31.9
1987-04-25,29.8
1987-04-26,27.6
1987-04-27,24.8
1987-04-28,32.7
1987-04-29,31.9
1987-04-30,29.8
1987-05-01,27.6
1987-05-02,24.8
1987-05-03,32.7
1987-05-04,31.9
1987-05-05,29.8
1987-05-06,27.6
1987-05-07,24.8
1987-05-08,32.7
1987-05-09,31.9
1987-05-10,29.8
1987-05-11,27.6
1987-05-12,24.8
1987-05-13,32.7
1987-05-14,31.9
1987-05-15,29.8
1987-05-16,27.6
1987-05-17,24.8
1987-05-18,32.7
1987-05-19,31.9
1987-05-20,29.8
1987-05-21,27.6
1987-05-22,24.8
1987-05-23,32.7
1987-05-24,31.9
1987-05-25,29.8
1987-05-26,27.6
1987-05-27,24.8
1987-05-28,32.7
1987-05-29,31.9
1987-05-30,29.8
1987-05-31,27.6
1987-06-01,24.8
1987-06-02,32.7
1987-06-03,31.9
1987-06-04,29.8
1987-06-05,27.6
1987-06-06,24.8
1987-06-07,32.7
1987-06-08,31.9
1987-06-09,29.8
1987-06-10,27.6
1987-06-11,24.8
1987-06-12,32.7
1987-06-13,31.9
1987-06-14,29.8
1987-06-15,27.6
1987-06-16,24.8
1987-06-17,32.7
1987-06-18,31.9
1987-06-19,29.8
1987-06-20,27.6
1987-06-21,24.8
1987-06-22,32.7
1987-06-23,31.9
1987-06-24,29.8
1987-06-25,27.6
1987-06-26,24.8
1987-06-27,32.7
1987-06-28,31.9
1987-06-29,29.8
1987-06-30,27.6
1987-07-01,24.8
1987-07-02,32.7
1987-07-03,31.9
1987-07-04,29.8
1987-07-05,27.6
1987-07-06,24.8
1987-07-07,32.7
1987-07-08,31.9
1987-07-09,29.8
1987-07-10,27.6
1987-07-11,24.8
1987-07-12,32.7
1987-07-13,31.9
1987-07-14,29.8
1987-07-15,27.6
1987-07-16,24.8
1987-07-17,32.7
1987-07-18,31.9
1987-07-19,29.8
1987-07-20,27.6
1987-07-21,24.8
1987-07-22,32.7
1987-07-23,31.9
1987-07-24,29.8
1987-07-25,27.6
1987-07-26,24.8
1987-07-27,32.7
1987-07-28,31.9
1987-07-29,29.8
1987-07-30,27.6
1987-07-31,24.8
1987-08-01,32.7
1987-08-02,31.9
1987-08-03,29.8
1987-08-04,27.6
1987-08-05,24.8
1987-08-06,32.7
1987-08-07,31.9
1987-08-08,29.8
1987-08-09,27.6
1987-08-10,24.8
1987-08-11,32.7
1987-08-12,31.9
1987-08-13,29.8
1987-08-14,27.6
1987-08-15,24.8
1987-08-16,32.7
1987-08-17,31.9
1987-08-18,29.8
1987-08-19,27.6
1987-08-20,24.8
1987-08-21,32.7
1987-08-22,31.9
1987-08-23,29.8
1987-08-24,27.6
1987-08-25,24.8
1987-08-26,32.7
1987-08-27,31.9
1987-08-28,29.8
1987-08-29,27.6
1987-08-30,24.8
1987-08-31,32.7
1987-09-01,31.9
1987-09-02,29.8
1987-09-03,27.6
1987-09-04,24.8
1987-09-05,32.7
1987-09-06,31.9
1987-09-07,29.8
1987-09-08,27.6
1987-09-09,24.8
1987-09-10,32.7
1987-09-11,31.9
1987-09-12,29.8
1987-09-13,27.6
1987-09-14,24.8
1987-09-15,32.7
1987-09-16,31.9
1987-09-17,29.8
1987-09-18,27.6
1987-09-19,24.8
1987-09-20,32.7
1987-09-21,31.9
1987-09-22,29.8
1987-09-23,27.6
1987-09-24,24.8
1987-09-25,32.7
1987-09-26,31.9
1987-09-27,29.8
1987-09-28,27.6
1987-09-29,24.8
1987-09-30,32.7
1987-10-01,31.9
1987-10-02,29.8
1987-10-03,27.6
1987-10-04,24.8
1987-10-05,32.7
1987-10-06,31.9
1987-10-07,29.8
1987-10-08,27.6
1987-10-09,24.8
1987-10-10,32.7
1987-10-11,31.9
1987-10-12,29.8
1987-10-13,27.6
1987-10-14,24.8
1987-10-15,32.7
1987-10-16,31.9
1987-10-17,29.8
1987-10-18,27.6
1987-10-19,24.8
1987-10-20,32.7
1987-10-21,31.9
1987-10-22,29.8
1987-10-23,27.6
1987-10-24,24.8
1987-10-25,32.7
1987-10-26,31.9
1987-10-27,29.8
1987-10-28,27.6
1987-10-29,24.8
1987-10-30,32.7
1987-10-31,31.9
1987-11-01,29.8
1987-11-02,27.6
1987-11-03,24.8
1987-11-04,32.7
1987-11-05,31.9
1987-11-06,29.8
1987-11-07,27.6
1987-11-08,24.8
1987-11-09,32.7
1987-11-10,31.9
1987-11-11,29.8
1987-11-12,27.6
1987-11-13,24.8
1987-11-14,32.7
1987-11-15,31.9
1987-11-16,29.8
1987-11-17,27.6
1987-11-18,24.8
1987-11-19,32.7
1987-11-20,31.9
1987-11-21,29.8
1987-11-22,27.6
1987-11-23,24.8
1987-11-24,32.7
1987-11-25,31.9
1987-11-26,29.8
1987-11-27,27.6
1987-11-28,24.8
1987-11-29,32.7
1987-11-30,31.9
1987-12-01,29.8
1987-12-02,27.6
1987-12-03,24.8
1987-12-04,32.7
1987-12-05,31.9
1987-12-06,29.8
1987-12-07,27.6
1987-12-08,24.8
1987-12-09,32.7
1987-12-10,31.9
1987-12-11,29.8
1987-12-12,27.6
1987-12-13,24.8
1987-12-14,32.7
1987-12-15,31.9
1987-12-16,29.8
1987-12-17,27.6
1987-12-18,24.8
1987-12-19,32.7
